City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
bluff,-46.6,168.3333,61.0,63,63,13.0,NZ,1610084396
burnie,-41.0667,145.9167,71.01,63,2,15.99,AU,1610084397
boueni,-12.9025,45.0761,84.2,79,0,3.44,YT,1610084397
mataura,-46.1927,168.8643,61.0,63,90,13.0,NZ,1610084397
talnakh,69.4865,88.3972,-12.75,88,100,14.07,RU,1610084226
loandjili,-4.7561,11.8578,75.13,83,99,3.09,CG,1610084178
barrow,71.2906,-156.7887,-9.4,77,20,4.61,US,1610084389
zarand,30.8127,56.564,35.37,61,0,1.3,IR,1610084399
new norfolk,-42.7826,147.0587,75.0,37,1,3.0,AU,1610084110
khewra,32.6479,73.0106,61.18,43,0,0.36,PK,1610084399
upernavik,72.7868,-56.1549,-4.58,91,78,7.34,GL,1610084115
acajutla,13.5928,-89.8275,76.78,75,78,3.38,SV,1610084400
albany,42.6001,-73.9662,25.0,75,12,1.01,US,1610084400
mabaruma,8.2,-59.7833,73.76,98,100,3.29,GY,1610084400
busselton,-33.65,115.3333,105.01,15,16,5.01,AU,1610084401
torbay,47.6666,-52.7314,42.01,100,90,10.36,CA,1610084122
tapiramuta,-11.8472,-40.7914,66.49,96,51,5.86,BR,1610084401
punta arenas,-53.15,-70.9167,48.2,76,90,16.11,CL,1610084402
chuy,-33.6971,-53.4616,65.39,88,0,6.42,UY,1610084402
awbari,26.5921,12.7805,56.25,48,53,2.48,LY,1610084403
konjic,43.6519,17.9614,41.0,100,90,4.32,BA,1610084403
touros,-5.1989,-35.4608,77.0,83,40,3.44,BR,1610084404
gaeta,41.2183,13.5628,45.0,93,100,4.9,IT,1610084404
norman wells,65.282,-126.8329,-5.8,77,1,4.61,CA,1610084404
port-cartier,50.0334,-66.8654,21.2,68,93,12.66,CA,1610084406
dwarka,22.2394,68.9678,71.22,40,0,18.14,IN,1610084309
marsa matruh,31.3525,27.2453,59.0,88,75,3.44,EG,1610084222
vaini,-21.2,-175.2,82.4,83,75,5.75,TO,1610084406
rikitea,-23.1203,-134.9692,78.46,70,62,1.14,PF,1610084406
constitucion,-35.3333,-72.4167,57.63,63,4,5.97,CL,1610084207
karratha,-20.7377,116.8463,97.93,35,37,16.17,AU,1610084168
leh,34.1667,77.5833,16.16,79,96,3.65,IN,1610084408
daoukro,7.0591,-3.9631,71.71,95,53,2.28,CI,1610084408
guerrero negro,27.9769,-114.0611,57.24,74,0,4.12,MX,1610084409
saint george,37.1041,-113.5841,39.2,38,1,4.05,US,1610084410
hobart,-42.8794,147.3294,73.0,55,20,19.57,AU,1610084411
nixa,37.0434,-93.2944,32.0,87,100,5.99,US,1610084411
ushuaia,-54.8,-68.3,51.8,58,75,3.44,AR,1610084256
castro,-24.7911,-50.0119,64.47,97,100,3.15,BR,1610084412
tromso,69.6496,18.957,24.8,63,75,17.27,NO,1610084412
pallasovka,50.05,46.8833,32.76,96,100,18.05,RU,1610084413
vila velha,-20.3297,-40.2925,77.0,83,0,11.5,BR,1610084413
avarua,-21.2078,-159.775,80.6,74,20,9.22,CK,1610084413
hilo,19.7297,-155.09,71.6,78,1,4.61,US,1610083851
jamestown,42.097,-79.2353,25.0,93,90,5.75,US,1610084234
kapaa,22.0752,-159.319,73.4,78,40,3.44,US,1610084414
cherskiy,68.75,161.3,-14.64,89,92,2.48,RU,1610084162
provideniya,64.3833,-173.3,-7.96,82,4,4.43,RU,1610084414
victoria,22.2855,114.1577,51.01,48,86,1.99,HK,1610084183
cayenne,4.9333,-52.3333,73.4,100,90,2.3,GF,1610084415
mirabad,30.4362,61.8383,40.35,49,0,14.94,AF,1610084415
kupang,-10.1667,123.5833,87.8,70,40,3.44,ID,1610084415
vao,-22.6667,167.4833,79.27,85,88,18.37,NC,1610084276
lodja,-3.4833,23.4333,69.35,96,100,3.33,CD,1610084416
qaanaaq,77.484,-69.3632,-7.89,85,100,15.28,GL,1610084416
san joaquin,37.9333,-121.3011,46.0,87,90,6.91,US,1610084417
chuguyevka,44.1653,133.8633,-11.65,79,100,6.29,RU,1610084417
kavaratti,10.5669,72.642,82.4,69,34,3.06,IN,1610084417
tautira,-17.7333,-149.15,82.4,69,75,3.44,PF,1610084418
la ronge,55.1001,-105.2842,23.0,74,13,4.61,CA,1610084418
payo,-3.7508,103.6372,83.73,76,92,4.99,ID,1610084418
leningradskiy,69.3833,178.4167,-15.65,84,73,5.73,RU,1610084418
panaba,21.2833,-88.2667,68.7,95,95,6.44,MX,1610084419
kodiak,57.79,-152.4072,37.4,93,90,8.05,US,1610084208
galesong,-5.3166,119.3661,84.2,79,40,8.05,ID,1610084419
anadyr,64.75,177.4833,-16.6,76,0,6.71,RU,1610084420
butaritari,3.0707,172.7902,81.21,82,79,20.24,KI,1610084128
hobyo,5.3505,48.5268,77.22,62,8,23.69,SO,1610084420
itarema,-2.9248,-39.9167,80.98,74,52,15.14,BR,1610084420
atherton,53.5237,-2.4935,36.0,87,100,1.99,GB,1610084368
sanmenxia,34.7747,111.1814,29.07,48,0,16.69,CN,1610084422
sao joao da barra,-21.6403,-41.0511,75.38,90,56,11.16,BR,1610084422
ostrovnoy,68.0531,39.5131,8.28,93,5,7.16,RU,1610084422
lubu,23.1742,112.2809,48.0,99,99,8.68,CN,1610084423
cape town,-33.9258,18.4232,70.0,68,0,17.27,ZA,1610084418
puerto ayora,-0.7393,-90.3518,72.0,95,56,6.91,EC,1610084423
kahului,20.8947,-156.47,75.2,73,20,4.61,US,1610084423
dillon,34.4166,-79.3712,42.01,93,90,4.61,US,1610084424
fandriana,-20.2333,47.3833,77.31,58,19,1.57,MG,1610084424
new bern,35.1085,-77.0441,42.01,75,75,12.66,US,1610084424
bredasdorp,-34.5322,20.0403,68.0,68,60,2.3,ZA,1610084424
hermanus,-34.4187,19.2345,72.0,69,68,1.01,ZA,1610084425
faanui,-16.4833,-151.75,81.27,73,42,9.55,PF,1610084425
nouadhibou,20.931,-17.0347,66.2,100,90,4.61,MR,1610084425
atuona,-9.8,-139.0333,77.36,75,8,13.65,PF,1610084425
fortuna,40.5982,-124.1573,51.01,93,75,20.71,US,1610084425
acapulco,16.8634,-99.8901,74.68,81,93,4.43,MX,1610084426
mahebourg,-20.4081,57.7,82.4,65,20,10.36,MU,1610084198
maseru,-29.3167,27.4833,70.72,55,0,5.59,LS,1610084426
high level,58.5169,-117.136,3.2,92,20,2.3,CA,1610084426
yellowknife,62.456,-114.3525,-2.99,84,1,5.75,CA,1610084427
ilulissat,69.2167,-51.1,12.2,79,90,19.57,GL,1610084427
sur,22.5667,59.5289,67.39,46,0,24.0,OM,1610084427
marsh harbour,26.5412,-77.0636,72.36,69,66,12.97,BS,1610084427
chokurdakh,70.6333,147.9167,-13.05,90,96,7.07,RU,1610084428
manokwari,-0.8667,134.0833,83.16,72,100,4.41,ID,1610084428
atar,20.5169,-13.0499,63.1,52,0,1.39,MR,1610084428
nikolskoye,59.7035,30.7861,24.8,86,75,11.18,RU,1610084428
souillac,-20.5167,57.5167,82.4,65,20,10.36,MU,1610084429
port alfred,-33.5906,26.891,71.01,89,46,8.01,ZA,1610084429
lorengau,-2.0226,147.2712,80.29,88,93,15.75,PG,1610084280
shelburne,44.0787,-80.2041,15.8,79,1,4.61,CA,1610084430
lebu,-37.6167,-73.65,53.44,80,47,19.24,CL,1610084430
kaitangata,-46.2817,169.8464,59.0,62,91,10.0,NZ,1610084431
bhinmal,25.0,72.25,69.87,36,0,12.71,IN,1610084432
saint anthony,45.0205,-93.218,21.99,86,90,3.44,US,1610084432
thompson,55.7435,-97.8558,17.6,93,1,3.44,CA,1610084432
cerqueira cesar,-23.0356,-49.1661,67.77,99,97,7.49,BR,1610084433
mosquera,4.7059,-74.2302,51.8,87,75,3.44,CO,1610084433
carnarvon,-24.8667,113.6333,91.4,55,24,16.11,AU,1610084433
ntoum,0.3833,9.7833,75.2,94,40,4.61,GA,1610084146
yakima,46.4665,-120.6678,39.99,87,90,3.44,US,1610083695
coihaique,-45.5752,-72.0662,51.8,58,0,6.91,CL,1610084142
ponta do sol,32.6667,-17.1,51.01,76,99,11.01,PT,1610084435
skibbereen,51.55,-9.2667,33.8,86,20,14.97,IE,1610084436
dikson,73.5069,80.5464,-0.45,93,100,16.06,RU,1610084436
mumbwa,-14.9783,27.0619,69.98,92,100,6.04,ZM,1610084436
kautokeino,69.0125,23.0412,-1.3,92,100,9.48,NO,1610084436
mackenzie,55.2999,-123.1698,8.6,92,40,2.3,CA,1610084437
caravelas,-17.7125,-39.2481,74.17,91,91,6.4,BR,1610084438
at-bashi,41.1702,75.8106,6.21,83,85,1.68,KG,1610084438
kirakira,-10.4544,161.9205,79.97,85,100,16.67,SB,1610084439
develi,38.3906,35.4922,30.2,86,75,1.14,TR,1610084439
tosya,41.0155,34.0401,43.81,69,100,2.75,TR,1610084439
mpika,-11.8343,31.4529,68.74,92,89,2.64,ZM,1610084440
harper,4.375,-7.7169,77.65,81,66,3.53,LR,1610084440
wanning,18.8003,110.3967,57.67,82,100,17.6,CN,1610084440
georgetown,5.4112,100.3354,88.0,62,20,6.91,MY,1610084147
port elizabeth,-33.918,25.5701,71.6,83,20,26.46,ZA,1610084434
cidreira,-30.1811,-50.2056,73.65,82,96,6.71,BR,1610084441
pochutla,15.7432,-96.4661,73.99,83,66,1.01,MX,1610084441
gao,16.6362,1.637,70.07,21,0,12.15,ML,1610084441
westport,41.1415,-73.3579,30.2,64,1,5.75,US,1610084351
tiarei,-17.5333,-149.3333,82.4,69,75,3.44,PF,1610084442
inhambane,-23.865,35.3833,80.6,83,40,9.22,MZ,1610084203
novobirilyussy,56.9514,90.6661,-8.37,83,72,1.81,RU,1610084443
pangoa,-12.1167,-73.0,65.08,96,70,2.08,PE,1610084443
ust-tsilma,65.441,52.1498,-7.44,90,55,2.84,RU,1610084443
tasiilaq,65.6145,-37.6368,15.8,62,23,34.52,GL,1610084444
port lincoln,-34.7333,135.8667,76.06,49,0,9.78,AU,1610084444
san patricio,28.017,-97.5169,50.0,49,1,3.44,US,1610084310
vidalia,32.2177,-82.4135,46.4,93,90,3.4,US,1610084445
guozhen,34.3659,107.359,33.17,48,0,3.42,CN,1610084445
bereda,43.2686,-7.5406,28.99,100,16,1.01,ES,1610084446
lasa,46.6166,10.7002,24.01,79,0,6.91,IT,1610084446
anloga,5.7947,0.8973,78.8,94,40,8.05,GH,1610084446
makakilo city,21.3469,-158.0858,77.0,73,20,2.13,US,1610084280
kruisfontein,-34.0033,24.7314,73.99,74,78,3.0,ZA,1610084447
lakki marwat,32.6079,70.9114,61.97,34,3,4.59,PK,1610084448
lagoa,39.05,-27.9833,56.05,71,0,15.43,PT,1610084448
mehamn,71.0357,27.8492,19.4,68,0,9.22,NO,1610084170
ghatanji,20.1333,78.3167,85.62,34,52,7.85,IN,1610084450
upington,-28.4478,21.2561,77.0,47,0,3.44,ZA,1610084453
kedougou,12.5579,-12.1743,68.76,58,0,4.14,SN,1610084453
cabo san lucas,22.8909,-109.9124,63.0,59,1,8.05,MX,1610084266
payson,40.0444,-111.7321,30.0,80,40,3.44,US,1610084238
sungairaya,0.7,108.9,83.68,76,100,7.58,ID,1610084168
hithadhoo,-0.6,73.0833,83.39,79,81,18.48,MV,1610084455
tilichiki,60.4667,166.1,-7.78,88,100,9.44,RU,1610084455
teknaf,20.8624,92.3058,83.23,41,46,5.41,BD,1610084456
saskylakh,71.9167,114.0833,-24.93,86,97,6.55,RU,1610084456
bahawalpur,29.4,71.6833,67.87,30,0,0.81,PK,1610084456
salalah,17.0151,54.0924,75.2,27,0,6.91,OM,1610084457
marawi,7.9986,124.2928,82.0,84,100,5.01,PH,1610084457
dunedin,-45.8742,170.5036,57.99,74,40,11.92,NZ,1610084367
tuktoyaktuk,69.4541,-133.0374,-7.6,77,1,6.91,CA,1610084458
cockburn town,21.4612,-71.1419,76.86,74,3,12.73,TC,1610084458
oussouye,12.485,-16.5469,69.01,75,26,7.7,SN,1610084459
teguldet,57.3064,88.1667,-6.59,84,100,5.1,RU,1610084459
college,64.8569,-147.8028,16.0,78,75,4.61,US,1610084459
lewistown,40.5992,-77.5714,30.0,86,1,4.61,US,1610084459
deputatskiy,69.3,139.9,-15.41,89,100,4.36,RU,1610084459
valleyview,55.0667,-117.2859,21.2,73,16,14.97,CA,1610084460
barranca,-10.75,-77.7667,68.86,89,27,4.74,PE,1610084460
nouakchott,18.0858,-15.9785,64.4,94,0,11.5,MR,1610084232
bayevo,53.2833,80.7667,-13.27,88,81,4.79,RU,1610084461
tamandare,-8.7597,-35.1047,77.02,81,36,6.26,BR,1610084461
oudtshoorn,-33.5907,22.2014,66.2,94,90,6.91,ZA,1610084462
kargasok,59.0556,80.8572,-10.34,84,100,6.98,RU,1610084462
grao mogol,-16.5594,-42.8897,66.56,95,100,2.3,BR,1610084463
bari sadri,24.4167,74.4667,59.0,100,90,2.3,IN,1610084236
saint-philippe,-21.3585,55.7679,84.2,54,0,23.02,RE,1610084464
necochea,-38.5473,-58.7368,62.01,89,30,14.79,AR,1610084462
cam ranh,11.9214,109.1591,80.6,74,20,20.71,VN,1610084465
tagab,34.855,69.6492,37.4,60,48,3.44,AF,1610084465
bantry,51.6833,-9.45,33.8,86,20,14.97,IE,1610084465
hasaki,35.7333,140.8333,46.0,22,40,10.36,JP,1610084465
saint-pierre,-21.3393,55.4781,84.2,54,0,23.02,RE,1610084466
port blair,11.6667,92.75,83.8,69,4,13.96,IN,1610084462
east london,-33.0153,27.9116,69.8,88,20,13.8,ZA,1610084466
salaverry,-8.2333,-78.9667,67.96,84,97,6.13,PE,1610084466
tiksi,71.6872,128.8694,-15.9,88,100,15.5,RU,1610084467
khatanga,71.9667,102.5,-1.25,93,100,10.36,RU,1610084467
natal,-5.795,-35.2094,78.8,78,20,10.36,BR,1610084467
xining,36.6167,101.7667,18.64,63,30,3.33,CN,1610084468
eydhafushi,5.1033,73.0708,81.93,70,32,1.88,MV,1610084468
kuytun,54.3419,101.5036,2.41,87,98,10.07,RU,1610084468
yar-sale,66.8333,70.8333,-11.94,88,100,13.13,RU,1610084468
banda aceh,5.5577,95.3222,86.32,66,29,14.97,ID,1610084469
kisangani,0.5167,25.2,75.4,83,74,1.5,CD,1610084469
husavik,66.0449,-17.3389,39.2,75,90,32.21,IS,1610084469
port hueneme,34.1478,-119.1951,51.8,62,1,3.44,US,1610084469
geraldton,-28.7667,114.6,98.6,15,35,14.97,AU,1610084470
iqaluit,63.7506,-68.5145,-22.0,63,1,2.3,CA,1610084187
mar del plata,-38.0023,-57.5575,63.0,82,90,4.61,AR,1610084470
lavrentiya,65.5833,-171.0,-13.5,84,0,4.18,RU,1610084470
goderich,43.7501,-81.7165,19.4,86,36,4.61,CA,1610084470
bria,6.5423,21.9863,68.32,26,66,6.35,CF,1610084471
marzuq,14.4,46.4667,59.94,33,0,4.56,YE,1610084471
pangnirtung,66.1451,-65.7125,-8.03,60,20,1.9,CA,1610084471
la paz,-16.5,-68.15,41.0,93,75,2.3,BO,1610084292
indramayu,-6.3264,108.32,83.17,74,98,9.66,ID,1610084472
lerwick,60.1545,-1.1494,37.4,75,75,18.41,GB,1610084472
villa carlos paz,-31.4241,-64.4978,72.0,63,0,8.05,AR,1610084472
cuiluan,47.72,128.648,-13.59,82,100,9.57,CN,1610084472
pacific grove,36.6177,-121.9166,50.0,93,1,3.44,US,1610084473
ust-maya,60.4167,134.5333,-31.58,83,100,3.44,RU,1610084214
ribeira grande,38.5167,-28.7,56.84,67,3,16.67,PT,1610084473
holme,56.1138,10.1725,33.8,93,90,5.75,DK,1610084474
beyneu,45.3167,55.2,28.0,74,72,26.91,KZ,1610084474
ekhabi,53.5102,142.9671,-18.11,84,60,15.73,RU,1610084475
bengkulu,-3.8004,102.2655,86.22,59,96,8.23,ID,1610084475
ambilobe,-13.2,49.05,86.02,67,0,1.1,MG,1610084475
ancud,-41.8697,-73.8203,46.99,87,90,4.61,CL,1610084475
kawalu,-7.3817,108.2082,86.13,66,96,3.6,ID,1610084476
xushan,30.1764,121.2457,30.2,27,0,15.66,CN,1610084476
yerbogachen,61.2767,108.0108,-1.66,90,100,10.83,RU,1610084261
katsuura,35.1333,140.3,46.0,28,54,7.0,JP,1610084477
satellite beach,28.1761,-80.5901,69.01,60,40,14.97,US,1610084477
georgiyevka,43.0369,74.7114,12.2,73,76,8.95,KZ,1610084477
buraydah,26.326,43.975,51.8,100,75,3.44,SA,1610084477
melo,-32.3667,-54.1833,67.12,42,0,5.12,UY,1610084477
shanghai,31.2222,121.4581,33.01,22,0,15.66,CN,1610084478
srednekolymsk,67.45,153.6833,-23.69,85,84,2.46,RU,1610084478
airai,-8.9266,125.4092,68.79,98,91,2.26,TL,1610084226
namibe,-15.1961,12.1522,71.06,78,99,4.5,AO,1610084479
teya,60.3778,92.6267,-4.02,85,0,1.34,RU,1610084479
biak,-0.9131,122.8766,81.64,77,100,2.44,ID,1610084480
boca do acre,-8.7522,-67.3978,71.26,96,100,2.08,BR,1610084480
bagn,60.8225,9.5521,6.01,86,96,3.4,NO,1610084480
comodoro rivadavia,-45.8667,-67.5,62.6,42,0,16.11,AR,1610084231
aklavik,68.2191,-135.0107,14.0,85,0,4.61,CA,1610084480
mulege,26.8833,-111.9833,51.98,60,0,2.93,MX,1610084483
avera,33.194,-82.5271,44.6,94,90,6.91,US,1610084484
koslan,63.4564,48.8989,-4.99,91,98,6.02,RU,1610084484
sonepur,20.8333,83.9167,86.0,31,91,4.45,IN,1610084484
perehonivka,48.5355,30.5192,32.07,95,55,7.76,UA,1610084485
wamba,8.9333,8.6,67.37,25,3,2.71,NG,1610084367
sakaiminato,35.55,133.2333,26.6,93,90,33.38,JP,1610084485
ust-nera,64.5667,143.2,-28.93,74,100,3.04,RU,1610084485
turayf,31.6725,38.6637,37.4,81,0,6.91,SA,1610084486
abbeville,50.1,1.8333,30.2,93,90,3.44,FR,1610084486
sorland,67.667,12.6934,32.0,64,75,11.5,NO,1610084486
monrovia,6.3005,-10.7969,75.2,94,40,4.61,LR,1610084486
ishigaki,24.3448,124.1572,51.8,82,75,13.8,JP,1610084486
rawson,-43.3002,-65.1023,58.23,60,0,9.46,AR,1610084430
kaeo,-35.1,173.7833,75.99,62,45,8.01,NZ,1610084487
waipawa,-41.4122,175.5153,63.0,82,90,18.41,NZ,1610084487
mount isa,-20.7333,139.5,98.6,18,40,11.5,AU,1610084474
saldanha,-33.0117,17.9442,62.6,82,0,5.75,ZA,1610084488
arco,45.9177,10.8867,25.0,72,0,5.75,IT,1610084488
kidal,18.4411,1.4078,68.95,22,0,11.45,ML,1610084267
japaratuba,-10.5933,-36.9403,80.6,78,75,11.5,BR,1610084488
norsup,-16.0667,167.3833,84.94,71,99,3.58,VU,1610084489
asau,46.4333,26.4,35.01,61,100,0.94,RO,1610084489
high prairie,55.4334,-116.4858,21.2,73,42,14.97,CA,1610084489
lompoc,34.6391,-120.4579,54.0,93,1,3.44,US,1610084476
yumen,40.2833,97.2,12.34,62,26,18.14,CN,1610084489
longyearbyen,78.2186,15.6401,35.6,64,75,17.27,SJ,1610084490
vostok,46.4856,135.8833,-15.38,81,100,3.91,RU,1610084490
the valley,18.217,-63.0578,77.0,73,40,10.36,AI,1610084490
orebro,59.2741,15.2066,32.0,86,90,11.5,SE,1610084490
takaungu,-3.6837,39.8566,78.8,83,20,4.61,KE,1610084491
arona,28.0996,-16.681,64.4,68,20,17.27,ES,1610084491
zapolyarnyy,69.4154,30.8136,12.2,85,40,11.5,RU,1610084491
virginia beach,36.8529,-75.978,37.99,70,90,3.96,US,1610084282
aswan,24.0934,32.907,66.78,34,0,8.99,EG,1610084492
sao raimundo nonato,-9.0153,-42.6994,73.6,42,9,1.92,BR,1610084364
yurino,56.2942,46.3039,15.8,92,40,8.95,RU,1610084492
yongan,39.6957,113.6871,6.58,69,51,19.13,CN,1610084492
