City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
verkhoyansk,67.5447,133.385,-20.07,85,100,1.23,RU,1610084492
prince rupert,54.3161,-130.3201,48.2,49,40,8.05,CA,1610084314
stokmarknes,68.5646,14.9108,28.0,67,96,5.99,NO,1610084493
chapais,49.7834,-74.8492,6.8,85,90,6.91,CA,1610084493
severo-kurilsk,50.6789,156.125,22.28,89,100,15.17,RU,1610084493
melita,49.2681,-100.9967,28.99,94,100,1.99,CA,1610084494
bontang,0.1333,117.5,79.7,77,97,5.23,ID,1610084494
kvitok,56.0724,98.4813,-5.31,85,0,6.17,RU,1610084494
coquimbo,-29.9533,-71.3436,57.2,94,20,3.44,CL,1610084495
raga,8.4596,25.678,69.03,24,0,5.73,SS,1610084246
mezen,65.8522,44.24,-6.7,91,0,4.63,RU,1610084495
novyy chirkey,43.162,47.0559,33.8,93,100,8.95,RU,1610084496
margate,51.3813,1.3862,35.01,85,87,10.58,GB,1610084496
hambantota,6.1241,81.1185,82.4,89,75,8.05,LK,1610084496
isla mujeres,21.2311,-86.731,73.99,100,75,4.61,MX,1610084497
bilma,18.6853,12.9164,69.39,23,0,8.37,NE,1610084497
arraial do cabo,-22.9661,-42.0278,75.6,92,62,8.84,BR,1610084498
chino valley,34.7575,-112.4538,42.01,30,1,1.92,US,1610084498
san ignacio,17.1561,-89.0714,73.0,100,40,1.54,BZ,1610084499
porto santo,33.072,-16.3415,55.4,67,40,20.71,PT,1610084499
ust-ilimsk,58.0006,102.6619,-5.85,89,100,7.81,RU,1610084499
kavieng,-2.5744,150.7967,84.16,73,99,11.97,PG,1610084500
palmer,42.1584,-72.3287,27.0,68,1,4.61,US,1610084500
pandan,14.0453,124.1694,78.44,86,100,20.27,PH,1610084500
campbell river,50.0163,-125.2446,44.01,100,75,8.05,CA,1610084501
hailar,49.2,119.7,-13.43,83,50,4.23,CN,1610084501
alexandria,31.2156,29.9553,55.4,94,1,2.66,EG,1610084501
luan,46.3592,6.9759,28.0,74,75,3.44,CH,1610084501
adrar,20.5022,-10.0711,66.31,36,0,4.07,MR,1610084502
vestmannaeyjar,63.4427,-20.2734,43.84,87,100,29.71,IS,1610084502
ixhuatan,16.3569,-94.4825,72.09,69,9,13.02,MX,1610084502
broome,42.2506,-75.833,25.0,93,90,8.05,US,1610084502
rorvik,64.8621,11.2373,24.8,63,0,8.05,NO,1610084502
rio grande,-32.035,-52.0986,64.99,89,2,8.84,BR,1610084503
baherden,38.4362,57.4316,37.17,70,59,13.58,TM,1610084503
masakin,35.7292,10.5808,57.2,54,0,6.91,TN,1610084503
lere,10.387,8.5726,63.19,28,89,4.65,NG,1610084504
komsomolskiy,40.4272,71.7189,23.0,68,75,4.61,UZ,1610084284
stepantsevo,56.1314,41.7032,20.21,98,89,4.94,RU,1610084504
west monroe,32.5185,-92.1476,42.8,81,90,5.75,US,1610084299
kremenchuk,49.0973,33.4197,35.56,84,45,13.29,UA,1610084505
santa maria,-29.6842,-53.8069,68.41,52,43,2.93,BR,1610084505
sulina,45.1559,29.6536,43.3,71,100,4.38,RO,1610084505
bambous virieux,-20.3428,57.7575,82.99,65,20,10.36,MU,1610084505
bocas del toro,9.3333,-82.25,75.85,80,45,5.75,PA,1610084506
bogashevo,56.3683,85.1447,0.0,65,0,6.71,RU,1610084506
zubtsov,56.1753,34.5894,18.3,97,95,9.44,RU,1610084506
cabedelo,-6.9811,-34.8339,77.0,88,20,3.44,BR,1610084507
norrtalje,59.758,18.705,39.99,90,96,8.01,SE,1610084507
ustynivka,47.9551,32.5367,32.0,86,0,11.18,UA,1610084507
callaway,30.153,-85.5699,55.4,71,90,11.5,US,1610084507
beidao,34.5686,105.8933,30.2,51,17,2.3,CN,1610084508
mulatupo,8.9492,-77.7652,76.64,85,100,7.58,PA,1610084508
elbrus,43.2577,42.6443,32.68,71,100,6.22,RU,1610084509
hays,30.0502,-98.0336,42.01,70,1,1.99,US,1610084510
ranong,9.9658,98.6348,87.8,62,75,9.22,TH,1610084510
lewisville,33.0462,-96.9942,43.0,81,90,8.05,US,1610084107
nanortalik,60.1432,-45.2371,36.52,95,100,1.39,GL,1610084510
benjamin aceval,-24.9667,-57.5667,75.2,100,0,2.3,PY,1610084511
zhigansk,66.7697,123.3711,-33.2,83,100,11.07,RU,1610084511
flagstaff,35.1981,-111.6513,39.99,35,20,4.61,US,1610084511
lesnoy,57.6198,63.0784,0.48,92,100,8.84,RU,1610084511
joshimath,30.5667,79.5667,56.97,25,75,8.25,IN,1610084511
tsumeb,-19.2333,17.7167,71.62,75,100,11.54,NA,1610084512
lida,53.8833,25.2997,30.56,99,100,4.47,BY,1610084512
tambura,5.6,27.4667,75.09,26,27,8.08,SS,1610084512
lamar,33.6668,-95.5836,39.0,93,1,5.75,US,1610084513
port hedland,-20.3167,118.5667,96.8,44,40,9.22,AU,1610084513
havre-saint-pierre,50.2334,-63.5986,28.4,80,90,16.11,CA,1610084513
mampong,7.0627,-1.4001,71.37,97,94,4.54,GH,1610084513
tabuk,17.4189,121.4443,72.5,83,92,14.92,PH,1610084514
pevek,69.7008,170.3133,-10.26,91,100,3.62,RU,1610084514
hirara,24.8,125.2833,53.6,87,75,13.8,JP,1610084238
sibolga,1.7427,98.7792,84.4,74,29,4.88,ID,1610084303
nhulunbuy,-12.2333,136.7667,89.6,58,20,10.36,AU,1610084515
vardo,70.3705,31.1107,19.4,86,20,18.41,NO,1610084515
sankt veit,49.1,10.95,30.2,100,90,9.22,DE,1610084515
thunder bay,48.4001,-89.3168,19.99,100,20,4.61,CA,1610084516
paamiut,61.994,-49.6678,26.08,90,100,14.05,GL,1610084516
waddan,29.1614,16.139,59.05,35,59,3.06,LY,1610084516
luwingu,-10.2621,29.9271,67.86,90,99,1.81,ZM,1610084516
rio cuarto,-33.1307,-64.3499,64.0,77,1,3.0,AR,1610084517
dongobesh,-4.0667,35.3833,63.79,84,45,3.06,TZ,1610084517
zhanaozen,43.3,52.8,28.87,75,54,24.67,KZ,1610084517
totma,59.9747,42.7642,1.15,94,100,3.6,RU,1610084517
nokaneng,-19.6667,22.2667,74.14,77,100,9.26,BW,1610084518
redcar,54.6166,-1.06,36.0,95,99,13.0,GB,1610084341
smithers,54.7804,-127.1743,24.8,86,1,3.44,CA,1610084489
darab,28.7519,54.5444,48.02,34,1,5.88,IR,1610084518
tuatapere,-46.1333,167.6833,60.01,66,64,10.0,NZ,1610084519
ugoofaaru,5.6667,73.0,81.97,70,31,1.81,MV,1610084519
iskateley,67.6803,53.1512,-2.92,92,29,3.67,RU,1610084519
ciudad bolivar,8.1222,-63.5497,75.78,83,99,9.1,VE,1610084520
svetlogorsk,52.6333,29.7333,30.74,99,100,12.88,BY,1610084520
malumfashi,11.7853,7.6218,64.27,25,100,7.63,NG,1610084520
puerto del rosario,28.5004,-13.8627,68.0,77,40,20.71,ES,1610084521
maniitsoq,65.4167,-52.9,7.92,76,0,8.37,GL,1610084521
karlskrona,56.1616,15.5866,33.8,100,90,9.22,SE,1610084521
dicabisagan,17.0818,122.4157,74.07,85,99,11.83,PH,1610084521
mykhaylivka,47.2724,35.2224,35.6,87,0,8.95,UA,1610084523
kapuskasing,49.4169,-82.4331,-2.2,84,23,1.14,CA,1610084524
sao miguel do araguaia,-13.275,-50.1628,74.5,86,96,3.8,BR,1610084524
sao filipe,14.8961,-24.4956,73.08,80,0,7.16,CV,1610084524
bethel,41.3712,-73.414,26.6,74,1,4.61,US,1610084469
kaoma,-14.7833,24.8,69.55,89,99,3.4,ZM,1610084525
camana,-16.6228,-72.7111,70.75,79,56,7.14,PE,1610084525
simbahan,6.3032,120.5836,82.09,75,12,7.18,PH,1610084525
bonthe,7.5264,-12.505,77.52,86,59,1.81,SL,1610084525
luderitz,-26.6481,15.1594,67.68,64,0,5.79,NA,1610084526
sioux lookout,50.1001,-91.917,23.0,100,90,8.05,CA,1610084526
san cristobal,7.7669,-72.225,64.58,82,60,1.34,VE,1610084526
ahipara,-35.1667,173.1667,68.4,77,18,8.88,NZ,1610084526
dharchula,29.85,80.5333,69.39,18,22,5.17,IN,1610084527
sompeta,18.9333,84.6,82.13,38,54,6.29,IN,1610084527
naranjal,-2.6667,-79.6167,77.0,78,75,17.27,EC,1610084527
olafsvik,64.8945,-23.7142,41.67,93,100,24.38,IS,1610084528
vila franca do campo,37.7167,-25.4333,53.6,66,40,13.8,PT,1610084528
hofn,64.2539,-15.2082,30.69,96,100,11.61,IS,1610084528
hami,42.8,93.45,17.49,56,80,8.5,CN,1610084528
sandwick,60.0,-1.25,37.4,75,75,18.41,GB,1610084529
kez,57.8979,53.7152,11.95,96,94,6.02,RU,1610084529
mohgaon,21.65,78.7167,76.95,39,99,4.07,IN,1610084529
northam,51.0333,-4.2167,37.99,92,94,8.01,GB,1610084529
culpeper,38.5004,-77.9664,32.0,93,1,1.61,US,1610084529
kulhudhuffushi,6.6221,73.07,82.54,70,82,5.3,MV,1610084530
bogale,16.2833,95.4,92.88,40,16,7.4,MM,1610084530
visnes,59.3556,5.2242,30.99,74,20,9.22,NO,1610084530
swellendam,-34.0226,20.4417,68.0,68,98,2.3,ZA,1610084530
matara,5.9485,80.5353,85.55,65,4,4.94,LK,1610084531
clyde river,70.4692,-68.5914,-2.2,71,1,18.41,CA,1610084389
manjakandriana,-18.9167,47.8,73.4,64,20,2.3,MG,1610084531
tahe,52.3333,124.7333,-4.18,81,73,8.61,CN,1610084531
doha,25.2867,51.5333,71.6,35,0,10.36,QA,1610084532
igarka,67.4667,86.5833,-9.45,90,100,13.53,RU,1610084532
asyut,27.181,31.1837,50.0,93,0,4.61,EG,1610084532
bataipora,-22.2953,-53.2711,70.0,93,81,1.23,BR,1610084532
san policarpo,12.1791,125.5072,78.71,88,100,11.86,PH,1610084533
mbekenyera,-10.0,38.9833,75.54,89,83,5.86,TZ,1610084533
pisco,-13.7,-76.2167,70.0,83,55,2.3,PE,1610084533
saint-honore,48.5334,-71.0824,19.4,86,30,13.8,CA,1610084533
yanagawa,33.1667,130.4,33.8,60,75,16.11,JP,1610084534
sao mateus,-18.7161,-39.8589,71.44,93,49,3.58,BR,1610084534
sinegorye,62.0788,150.477,-22.9,79,0,1.77,RU,1610084534
sao raimundo das mangabeiras,-7.0219,-45.4811,75.16,79,30,2.55,BR,1610084534
juli,-16.2167,-69.45,39.42,92,100,8.08,PE,1610084535
nikolsk,53.7189,46.0712,30.58,98,100,13.62,RU,1610084535
ucluelet,48.9329,-125.5528,50.0,66,98,3.0,CA,1610084324
granadilla de abona,28.1188,-16.576,64.4,68,20,17.27,ES,1610084537
buenaventura,3.8801,-77.0312,73.15,91,79,2.46,CO,1610084537
neiafu,-18.65,-173.9833,78.8,89,75,10.36,TO,1610084537
berlevag,70.8578,29.0864,19.4,68,0,9.22,NO,1610084537
urusha,54.05,122.9,-6.34,85,100,4.0,RU,1610084537
mizque,-17.941,-65.3402,58.17,75,57,1.66,BO,1610084538
batala,31.8186,75.2028,57.2,88,40,0.63,IN,1610084538
esperance,-33.8667,121.9,95.0,15,7,5.75,AU,1610084538
mana,5.6592,-53.7767,76.48,89,100,7.52,GF,1610084538
kyshtovka,56.555,76.6271,-11.34,86,0,1.83,RU,1610084539
bud,39.447,-86.1758,33.01,80,100,11.65,US,1610084539
talcahuano,-36.7167,-73.1167,53.6,76,40,9.22,CL,1610084438
mackay,-21.15,149.2,80.6,89,90,16.11,AU,1610084540
taltal,-25.4,-70.4833,62.89,79,16,1.14,CL,1610084540
muyezerskiy,63.9333,31.65,1.51,94,94,3.53,RU,1610084540
armacao de pera,37.1026,-8.357,46.4,87,75,6.91,PT,1610084540
gat,31.61,34.7642,62.01,46,4,1.99,IL,1610084541
nerchinskiy zavod,51.3088,119.61,-16.28,85,87,2.26,RU,1610084541
blackpool,53.8167,-3.05,36.0,89,100,1.01,GB,1610084308
umm lajj,25.0213,37.2685,77.29,41,0,14.79,SA,1610084541
siatista,40.2619,21.5442,48.2,76,90,2.3,GR,1610084542
nadvoitsy,63.8667,34.3167,3.4,95,94,5.19,RU,1610084542
buchanan,5.8808,-10.0467,75.2,94,40,4.61,LR,1610084542
te anau,-45.4167,167.7167,59.74,69,29,6.15,NZ,1610084542
swan hill,-35.3378,143.5544,90.09,20,0,6.22,AU,1610084543
yulara,-25.2406,130.9889,95.0,8,0,17.27,AU,1610084543
aripuana,-9.1667,-60.6333,71.11,97,90,0.72,BR,1610084543
jackson,42.4165,-122.8345,39.0,93,90,2.89,US,1610084543
saint-paul,-21.0096,55.2707,84.2,54,0,19.57,RE,1610084543
mahon,39.8885,4.2658,44.6,81,75,17.27,ES,1610084544
aras,42.5617,-2.356,30.0,80,0,8.05,ES,1610084545
okha,53.5739,142.9478,-17.7,85,62,16.26,RU,1610084545
kichera,55.9375,110.0997,-1.7,86,100,2.75,RU,1610084545
mareeba,-17.0,145.4333,88.0,79,90,4.61,AU,1610084314
aasiaat,68.7098,-52.8699,2.39,92,91,8.72,GL,1610084546
howard springs,-12.497,131.047,95.0,70,75,8.05,AU,1610084546
urumqi,43.801,87.6005,1.4,85,100,2.24,CN,1610084547
opuwo,-18.0607,13.84,72.52,62,88,1.88,NA,1610084547
cabimas,10.3883,-71.4399,78.24,80,54,7.94,VE,1610084547
san quintin,30.4833,-115.95,59.81,63,70,2.82,MX,1610084547
thiers,45.8333,3.5,32.0,93,90,0.89,FR,1610084548
pitimbu,-7.4706,-34.8086,77.0,88,20,3.44,BR,1610084548
maragogi,-9.0122,-35.2225,76.33,83,24,6.91,BR,1610084549
broken hill,-31.95,141.4333,89.6,20,40,16.11,AU,1610084489
red bluff,40.1785,-122.2358,46.4,76,75,5.75,US,1610084549
rayachoti,14.05,78.75,82.4,74,40,5.75,IN,1610084549
sulangan,11.1373,123.7228,80.42,85,94,19.44,PH,1610084550
carmarthen,51.8555,-4.3054,37.0,93,90,3.44,GB,1610084550
kitimat,54.0524,-128.6534,32.0,96,93,6.62,CA,1610084286
oriximina,-1.7656,-55.8661,73.81,91,10,2.73,BR,1610084550
sao felix do xingu,-6.6447,-51.995,72.43,86,9,0.51,BR,1610084551
general pico,-35.6566,-63.7568,64.31,56,50,9.57,AR,1610084551
erzurum,40.0,41.5,1.4,92,90,2.82,TR,1610084371
mitsamiouli,-11.3847,43.2844,82.17,78,3,12.8,KM,1610084552
grande prairie,55.1667,-118.8027,6.8,92,20,4.61,CA,1610084552
mao,39.8885,4.2658,44.6,81,75,17.27,ES,1610084544
nangomba,-10.9,38.5,77.23,82,45,7.02,TZ,1610084552
leticia,-4.2153,-69.9406,75.2,100,75,1.39,CO,1610084424
nantucket,41.2835,-70.0995,35.6,69,1,10.36,US,1610084553
itupiranga,-5.1347,-49.3267,78.8,100,40,4.61,BR,1610084553
khorinsk,52.1657,109.7726,3.24,85,100,9.57,RU,1610084555
antofagasta,-23.65,-70.4,64.4,88,20,4.61,CL,1610084555
warangal,18.0,79.5833,83.12,43,0,8.77,IN,1610084555
muros,42.7762,-9.0603,36.0,87,2,15.9,ES,1610084556
great falls,47.5002,-111.3008,33.8,86,90,2.48,US,1610084556
hamilton,39.1834,-84.5333,34.0,69,90,11.5,US,1610084484
bartica,6.4,-58.6167,75.2,94,40,2.3,GY,1610084556
puerto rico,-26.796,-55.024,68.4,97,42,1.48,AR,1610084556
lima,-12.0432,-77.0282,68.0,88,40,10.36,PE,1610084383
bella union,-30.2752,-57.6007,71.85,32,0,7.05,UY,1610084557
karaton,-6.3424,106.1045,90.0,94,75,2.3,ID,1610084557
seoul,37.5683,126.9778,12.2,37,0,12.66,KR,1610084358
korla,41.7597,86.1469,18.81,74,100,2.46,CN,1610084558
grand gaube,-20.0064,57.6608,82.99,65,9,8.01,MU,1610084558
iguape,-24.7081,-47.5553,76.39,92,71,5.48,BR,1610084558
beringovskiy,63.05,179.3167,-16.65,86,3,5.61,RU,1610084558
gijon,43.5357,-5.6615,35.01,86,40,8.05,ES,1610084558
san vicente de canete,-13.0751,-76.3835,70.68,81,96,2.84,PE,1610084559
sitka,57.0531,-135.33,44.6,65,90,16.11,US,1610084559
gorontalo,0.5412,123.0595,85.8,67,100,4.09,ID,1610084559
sola,-13.8833,167.55,84.18,74,100,8.55,VU,1610084559
porto novo,6.4965,2.6036,80.6,89,40,6.91,BJ,1610084560
tres arroyos,-38.3739,-60.2798,56.23,87,19,8.08,AR,1610084560
mutis,6.2262,-77.4044,75.67,82,65,2.95,CO,1610084560
yamethin,20.4333,96.15,87.4,43,0,4.21,MM,1610084519
izhma,65.0083,53.9113,-8.86,90,73,2.64,RU,1610084560
alice springs,-23.7,133.8833,89.6,12,0,18.41,AU,1610084437
wolcott,41.6023,-72.9868,28.99,69,1,6.91,US,1610084561
verkhnevilyuysk,63.4453,120.3167,-7.04,91,100,0.49,RU,1610084561
khorixas,-20.3667,14.9667,72.21,63,95,5.53,NA,1610084561
gizo,-8.103,156.8419,84.15,74,95,8.75,SB,1610084562
yichang,30.7144,111.2847,40.28,51,0,4.09,CN,1610084562
fairbanks,64.8378,-147.7164,16.0,85,75,3.44,US,1610084362
plettenberg bay,-34.0527,23.3716,70.27,81,97,6.67,ZA,1610084562
teacapan,22.55,-105.75,66.16,83,85,2.13,MX,1610084562
thinadhoo,0.5333,72.9333,83.59,79,98,17.07,MV,1610084563
cornwall,45.0181,-74.7281,21.2,73,90,4.61,CA,1610084336
abaza,52.655,90.0928,0.19,85,100,1.74,RU,1610084563
orlik,52.5178,99.825,-2.69,82,8,1.63,RU,1610084563
tocopilla,-22.092,-70.1979,67.69,66,5,3.74,CL,1610084564
puerto lempira,15.2667,-83.7667,73.04,82,7,3.87,HN,1610084564
gladstone,-23.85,151.25,82.4,61,90,18.41,AU,1610084564
dingle,10.9995,122.6711,78.91,89,100,14.41,PH,1610084565
vila,42.0304,-8.1588,36.0,100,0,3.44,PT,1610084565
bara,10.3744,10.7288,69.22,24,66,7.65,NG,1610084565
kieta,-6.2167,155.6333,82.42,76,84,5.64,PG,1610084565
milicz,51.5277,17.2714,34.0,96,42,4.97,PL,1610084566
general roca,-39.0333,-67.5833,69.8,40,0,5.75,AR,1610084285
jiayuguan,39.8167,98.3,8.98,77,3,7.34,CN,1610084566
raton,36.9034,-104.4391,30.2,43,1,4.61,US,1610084566
skovorodino,53.9833,123.9167,-10.25,83,99,2.66,RU,1610084566
goundi,9.3627,17.366,68.36,24,29,3.96,TD,1610084567
jacareacanga,-6.2222,-57.7528,72.23,93,0,1.83,BR,1610084567
bukachacha,52.9833,116.9167,-1.68,80,21,2.37,RU,1610084567
poronaysk,49.2167,143.1167,-1.79,85,100,12.77,RU,1610084567
hare bay,48.8499,-54.0148,39.2,100,90,12.66,CA,1610084568
salinopolis,-0.6136,-47.3561,79.65,83,77,9.31,BR,1610084568
conway,35.0887,-92.4421,39.2,81,90,10.36,US,1610084438
naze,28.3667,129.4833,53.6,62,75,18.41,JP,1610084568
manggar,-2.8833,108.2667,85.91,68,100,8.72,ID,1610084302
shibetsu,43.659,145.132,24.8,74,75,13.8,JP,1610084569
sembakung,3.8167,117.25,84.2,79,40,5.75,ID,1610084569
laguna,38.421,-121.4238,42.01,93,90,3.83,US,1610084569
mattru,7.6244,-11.8332,73.47,96,38,1.57,SL,1610084275
miyako,39.6367,141.9525,27.18,83,9,16.91,JP,1610084570
honningsvag,70.9821,25.9704,23.0,63,0,28.77,NO,1610084570
ankang,32.68,109.0172,44.01,24,0,2.42,CN,1610084570
narsaq,60.9167,-46.05,35.6,93,90,4.61,GL,1610084571
zhuhai,22.2769,113.5678,48.99,57,20,23.02,CN,1610084571
jasper,37.2001,-94.3502,33.8,75,90,10.36,US,1610084325
yeppoon,-23.1333,150.7333,82.4,61,90,11.5,AU,1610084571
hualmay,-11.0964,-77.6139,69.57,86,27,8.79,PE,1610084572
bahir dar,11.5936,37.3908,68.07,38,0,4.03,ET,1610084572
tezu,27.9167,96.1667,79.45,24,0,3.78,IN,1610084572
oranjemund,-28.55,16.4333,61.88,89,67,12.88,NA,1610084573
